,popularity,budget,revenue,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
713,1.805954,40000000,169837010,110,['Comedy'],790,5.5,2014,36843642.0308583,156435350.000782
715,1.779861,70000000,154984035,118,"['War', 'Drama', 'History', 'Action']",1083,5.7,2014,64476373.5540021,142754407.65095
716,1.769987,65000000,163442937,137,"['Drama', 'War']",981,7.2,2014,59870918.3001448,150545826.582503
717,1.754707,20000000,66787908,127,"['History', 'Drama']",580,7.5,2014,18421821.0154291,61517744.3585475
718,1.737699,4900000,3494070,138,['Drama'],389,8.0,2014,4513346.14878015,3218356.60776903
721,1.64932099999999,15000000,52501541,115,['Drama'],677,6.9,2014,13816365.7615718,48358699.5668108
722,1.638781,130000000,117831631,105,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",837,5.1,2014,119741836.600289,108533660.811904
723,1.63015,26000000,35926213,117,"['Drama', 'Romance']",535,7.2,2014,23948367.3200579,33091313.2824092
724,1.58801,65000000,133821816,119,"['Music', 'Comedy', 'Drama', 'Family']",331,6.1,2014,59870918.3001448,123262077.115584
726,1.54505499999999,50000000,97437106,95,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family']",531,7.3,2014,46054552.5385729,89748446.3496701
727,1.542392,13000000,54837234,102,['Comedy'],531,7.1,2014,11974183.6600289,50510085.4864604
728,1.541069,66000000,203277636,130,"['Action', 'Crime', 'Drama', 'Thriller']",1117,6.2,2014,60792009.3509163,187237211.341578
731,1.44904599999999,22000000,88880821,122,['Drama'],352,7.2,2014,20264003.1169721,81867328.80832
732,1.440084,60000000,108255770,97,"['Animation', 'Comedy', 'Family', 'Fantasy']",498,6.6,2014,55265463.0462875,99713420.9413734
733,1.398713,10000000,28883511,105,['Drama'],710,6.8,2014,9210910.50771459,26604343.496959
734,1.394382,18000000,266586800,93,"['Thriller', 'Action']",165,4.6,2014,16579638.9138862,245550715.733801
738,1.319416,4000000,600896,95,"['Thriller', 'Science Fiction']",400,5.8,2014,3684364.20308583,553479.928044367
740,1.3155,50000000,160602194,89,"['Action', 'Thriller']",572,5.7,2014,46054552.5385729,147929243.627661
743,1.240895,50000000,151165787,83,"['Animation', 'Comedy', 'Adventure', 'Family']",223,5.9,2014,46054552.5385729,139237453.588524
745,1.214094,35000000,17508518,110,"['Action', 'Drama', 'Thriller', 'Crime']",422,5.4,2014,32238186.777001,16126939.242071
750,1.146492,13200000,53830415,84,['Thriller'],105,5.8,2014,12158401.8701832,49582713.5158137
751,1.142614,5000000,41797583,99,['Drama'],725,7.5,2014,4605455.25385729,38499379.6451773
752,1.140302,5000000,40100000,93,"['Horror', 'Thriller']",501,6.1,2014,4605455.25385729,36935751.1359355
753,1.136851,24000000,12096300,134,"['Drama', 'Thriller']",645,6.5,2014,22106185.218515,11141793.6774468
755,1.077877,20000000,34077920,103,"['Drama', 'Romance']",357,6.6,2014,18421821.0154291,31388867.1409057
756,1.052381,12250000,2295423,100,"['Crime', 'Drama']",164,6.0,2014,11283365.3719503,2114293.58303497
757,1.041267,24000000,70181428,106,"['Comedy', 'Romance']",175,6.2,2014,22106185.218515,64643485.2611615
758,1.039133,15000000,9104716,107,"['Drama', 'Romance', 'War']",161,6.9,2014,13816365.7615718,8386272.42741572
760,1.027357,15000000,59209,95,['Comedy'],402,5.7,2014,13816365.7615718,54536.8800251273
762,1.018115,6500000,255273813,99,['Horror'],827,5.6,2014,5987091.83001448,235130424.650607
765,0.989916,65000000,71154592,92,"['Horror', 'Thriller']",501,5.1,2014,59870918.3001448,65539857.9124945
766,0.988081,8000000,26049082,94,"['Comedy', 'Romance']",713,6.0,2014,7368728.40617167,23993576.3110119
768,0.98174,27000000,28831145,109,['Drama'],207,6.5,2014,24869458.3708294,26556109.6429943
769,0.979655,28000000,68896829,90,"['Action', 'Crime', 'Drama']",476,5.8,2014,25790549.4216008,63460252.6184315
770,0.967846,2000000,6676471,93,"['Drama', 'Thriller', 'Horror']",1089,6.5,2014,1842182.10154291,6149637.68883517
771,0.966048,20000000,100525432,97,['Comedy'],381,5.1,2014,18421821.0154291,92593075.7901349
780,0.92537,60000000,30800231,118,"['Drama', 'Fantasy', 'Mystery', 'Romance']",327,5.9,2014,55265463.0462875,28369817.1357936
783,0.916435,5000000,2367161,99,"['Mystery', 'Thriller', 'Action']",402,6.6,2014,4605455.25385729,2180370.81283522
788,0.893120999999999,22500000,15520023,112,"['War', 'Drama']",287,6.8,2014,20724548.6423578,14295354.2930672
789,0.890965,5000000,6833445,100,"['Horror', 'Thriller']",194,4.8,2014,4605455.25385729,6294225.03543897
792,0.876513999999999,28000000,100654149,81,"['Family', 'Comedy']",380,6.2,2014,25790549.4216008,92711635.866917
793,0.876066,19800000,41296320,103,"['Drama', 'Comedy']",377,6.5,2014,18237602.8052749,38037670.7817944
794,0.870104,16000000,2429989,122,"['Western', 'Drama']",150,6.2,2014,14737456.8123433,2238241.12137308
801,0.805839,8500000,7500000,90,"['Action', 'Adventure']",261,5.2,2014,7829273.9315574,6908182.88078594
803,0.797723,40000000,67347013,134,"['Music', 'Drama']",181,6.7,2014,36843642.0308583,62032730.9704891
804,0.796721,12500000,49002684,100,"['Comedy', 'Romance']",165,5.8,2014,11513638.1346432,45135933.6961818
805,0.786397999999999,25000000,38307627,124,['Drama'],182,6.6,2014,23027276.2692864,35284812.4059911
806,0.778247,5500000,5483299,120,"['Drama', 'Comedy']",192,6.3,2014,5066000.77924302,5050617.63760409
807,0.777096,6700000,1430655,87,"['Comedy', 'Drama']",76,7.0,2014,6171310.04016878,1317763.51724144
812,0.757089,13300000,5380251,108,"['Thriller', 'Science Fiction', 'Drama']",704,6.0,2014,12250510.9752604,4955701.04700419
813,0.751772999999999,6000000,3485127,107,"['Comedy', 'Drama', 'Crime']",323,6.3,2014,5526546.30462875,3210119.29050198
815,0.740796,22000000,67800064,138,['Drama'],61,5.8,2014,20264003.1169721,62450032.1921322
818,0.728025,6000000,15071,90,"['Comedy', 'Drama', 'Romance']",129,6.5,2014,5526546.30462875,13881.7632261766
819,0.72546,3500000,5155325,79,['Animation'],141,7.0,2014,3223818.6777001,4748523.72131837
820,0.722877,8500000,770706,107,"['Drama', 'Fantasy', 'Science Fiction']",232,5.7,2014,7829273.9315574,709890.399375868
823,0.714661,15000000,30127963,115,['Drama'],94,6.2,2014,13816365.7615718,27750597.0972736
831,0.688179,2000000,48390,91,['Drama'],23,5.2,2014,1842182.10154291,44571.5959468309
837,0.667732,200000,17834867,98,['Horror'],147,5.1,2014,184218.210154291,16427536.3853992
839,0.660405,15000000,31554855,121,['Thriller'],393,6.3,2014,13816365.7615718,29064894.548891
842,0.646336999999999,6500000,13865435,89,['Horror'],234,4.7,2014,5987091.83001448,12771328.0935533
844,0.635214,6600000,1554000,124,['Drama'],173,6.8,2014,6079200.93509163,1431375.49289884
845,0.632047999999999,5000000,2450846,112,"['Thriller', 'Crime', 'Drama', 'Mystery']",247,6.5,2014,4605455.25385729,2257452.31741902
851,0.615729,1000000,9318,87,['Horror'],137,5.3,2014,921091.050771459,8582.72641108846
854,0.602735,2000000,4635300,85,"['Drama', 'Thriller']",480,6.8,2014,1842182.10154291,4269533.34764094
856,0.599079,36000000,52424533,107,"['Family', 'Drama']",63,6.8,2014,33159277.8277725,48287768.187173
861,0.590256999999999,1000000,26501323,90,"['Thriller', 'Horror', 'Drama']",270,4.9,2014,921091.050771459,24410131.4489038
864,0.574398,50000000,80383113,112,"['Comedy', 'Adventure', 'Crime', 'Family']",222,6.2,2014,46054552.5385729,74040166.0174509
870,0.559472,2800000,1826705,102,"['Comedy', 'Drama', 'Horror']",206,4.9,2014,2579054.94216008,1682561.62789947
878,0.548656,6000000,1020921,92,['Drama'],56,5.9,2014,5526546.30462875,940361.196644649
881,0.540852,12000000,101332962,99,['Drama'],159,6.1,2014,11053092.6092575,93336884.4463644
896,0.49584,70000000,61279452,99,"['Action', 'Adventure']",399,4.4,2014,64476373.5540021,56443954.8333792
901,0.485296,30000000,25312387,94,"['Comedy', 'Drama', 'Romance']",111,5.7,2014,27632731.5231437,23315013.1393638
910,0.470651,2400000,88273,90,"['Romance', 'Comedy', 'Horror']",141,4.8,2014,2210618.5218515,81307.470324749
924,0.446458,5500000,5000000,120,['Drama'],15,5.4,2014,5066000.77924302,4605455.25385729
940,0.407983,6000000,32251,86,['Drama'],58,5.7,2014,5526546.30462875,29706.1074784303
942,0.403579,1000000,395000,99,"['Horror', 'Romance']",146,7.0,2014,921091.050771459,363830.965054726
944,0.401153,318000,121179,85,"['Horror', 'Thriller']",142,6.1,2014,292906.954145324,111616.892441434
947,0.398601,7000000,14618727,116,['Drama'],95,6.9,2014,6447637.35540021,13465178.6133711
954,0.386307,5000000,10429707,98,['Comedy'],92,5.7,2014,4605455.25385729,9606709.77986845
956,0.382434,13000000,45300000,89,"['Family', 'Adventure', 'Science Fiction']",223,5.7,2014,11974183.6600289,41725424.5999471
976,0.350612,25000000,39171130,111,"['Thriller', 'Crime', 'Drama']",405,5.6,2014,23027276.2692864,36080177.2916054
983,0.34162,12700000,3430018,112,['Comedy'],63,6.7,2014,11697856.3447975,3159358.88378502
985,0.340308,4000000,2365467,118,['Drama'],207,6.5,2014,3684364.20308583,2178810.48459521
1004,0.318941,500000,15000000,139,['Science Fiction'],14,4.8,2014,460545.525385729,13816365.7615718
1006,0.317225,5000000,75143,91,"['Drama', 'Comedy']",60,5.9,2014,4605455.25385729,69213.5448281198
1023,0.300442,17000000,29789000,113,['Drama'],146,6.1,2014,15658547.8631148,27438381.311431
1042,0.283225,7000000,36433975,89,['Horror'],164,4.5,2014,6447637.35540021,33559008.3165311
1069,0.751476,5000000,4013786,107,"['Romance', 'Comedy', 'Drama']",65,6.0,2014,4605455.25385729,3697062.36431177
1131,0.19104,8000000,53086,112,['Drama'],20,5.1,2014,7368728.40617167,48897.0395212537
1179,0.151591,5900000,23000000,94,['Comedy'],20,5.2,2014,5434437.19955161,21185094.1677435
1329,12.037933,11000000,775398007,121,"['Adventure', 'Action', 'Science Fiction']",4428,7.9,1977,39575591.3582738,2789712242.27745
1330,2.379469,14000000,185438673,125,"['Adventure', 'Action', 'Thriller']",279,6.2,1977,50368934.4559849,667167740.424415
1331,1.719385,1200000,71215869,78,"['Fantasy', 'Family', 'Animation', 'Adventure']",332,6.6,1977,4317337.23908442,256219102.706214
1332,1.179653,4000000,38251425,93,"['Comedy', 'Drama', 'Romance']",493,7.6,1977,14391124.1302814,137620251.333787
1334,1.104816,20000000,303788635,135,"['Science Fiction', 'Drama']",600,7.0,1977,71955620.651407,1092964988.91343
1335,1.048838,22000000,50750000,175,"['Drama', 'History', 'War']",109,6.4,1977,79151182.7165477,182587387.402945
1338,0.75125,3500000,16000000,113,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction']",15,5.9,1977,12592233.6139962,57564496.5211256
1340,0.602862,3500000,237113184,118,"['Drama', 'Music']",192,6.3,1977,12592233.6139962,853081315.967563
1341,0.560826,3400000,31063038,94,"['Comedy', 'Music']",29,6.2,1977,12232455.5107391,111758008.930412
1344,0.49548,5500000,26414658,109,"['Drama', 'Action', 'Crime', 'Thriller']",45,6.7,1977,19787795.6791369,95034155.5342327
1351,0.375967,14000000,30749142,118,"['Horror', 'Thriller', 'Fantasy']",56,4.6,1977,50368934.4559849,110628679.855412
1352,0.373131,6000000,30000000,114,"['Action', 'Adventure', 'Drama', 'Thriller']",25,5.7,1977,21586686.1954221,107933430.97711
1354,0.331417,10000,7000000,89,"['Science Fiction', 'Fantasy', 'Horror', 'Drama']",194,7.1,1977,35977.8103257035,25184467.2279924
1363,0.228797,6000000,14717854,92,"['Drama', 'Adventure', 'Horror']",25,5.0,1977,21586686.1954221,52951615.9613396
1364,0.219941,22000000,12000000,121,"['Action', 'Thriller', 'Adventure']",48,7.4,1977,79151182.7165477,43173372.3908442
1365,0.191541,810000,1258000,106,"['Drama', 'Thriller', 'Mystery']",12,5.8,1977,2914202.63638198,4526008.5389735
1368,0.164123,500000,17000000,97,"['Horror', 'Science Fiction']",16,5.7,1977,1798890.51628517,61162277.5536959
1370,0.175656999999999,1200000,9000000,80,"['Animation', 'Fantasy', 'Science Fiction']",26,6.0,1977,4317337.23908442,32380029.2931331
1372,0.137351,230000,25000000,89,['Horror'],57,6.0,1977,827489.63749118,89944525.8142588
1386,9.432768,237000000,2781505847,162,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",8458,7.1,2009,240886902.887613,2827123750.41189
1387,6.098027,70000000,319131050,153,"['Drama', 'Action', 'Thriller', 'War']",3969,7.7,2009,71148030.3887467,324364937.762752
1388,5.806897,35000000,91327197,92,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",979,6.2,2009,35574015.1943733,92825002.6782151
1389,5.076472,250000000,933959197,153,"['Adventure', 'Fantasy', 'Family']",3220,7.3,2009,254100108.531238,949276533.285793
1390,4.90890199999999,175000000,731342744,96,"['Animation', 'Comedy', 'Family', 'Adventure']",4225,7.6,2009,177870075.971866,743337082.495734
1391,3.82957,150000000,385680446,127,"['Science Fiction', 'Action', 'Adventure']",3417,7.3,2009,152460065.118743,392005772.747905
1392,3.789633,200000000,371353001,115,"['Drama', 'Action', 'Thriller', 'Science Fiction']",1670,5.8,2009,203280086.82499,377443351.430004
1393,3.744956,30000000,210819611,112,"['Action', 'Thriller', 'Science Fiction']",2141,7.1,2009,30492013.0237486,214277144.142453
1394,3.431559,90000000,524028679,128,"['Adventure', 'Drama', 'Action', 'Comedy', 'Thriller']",4118,6.9,2009,91476039.0712458,532622976.829525
1395,3.244139,7500000,60722734,95,"['Comedy', 'Drama', 'Romance']",1778,7.3,2009,7623003.25593715,61718613.198854
1396,3.154914,90000000,886686817,94,"['Animation', 'Comedy', 'Family', 'Adventure']",1392,6.4,2009,91476039.0712458,901228865.731673
1397,3.15306,35000000,459270619,100,['Comedy'],4134,7.1,2009,35574015.1943733,466802856.532436
1398,3.038063,130000000,185258983,162,"['Action', 'Mystery', 'Science Fiction']",1751,6.8,2009,132132056.436243,188297310.746747
1399,2.979786,200000000,769653595,158,"['Action', 'Adventure', 'Science Fiction']",3533,5.6,2009,203280086.82499,782276248.083831
1400,2.846465,30000000,48428063,79,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",851,6.5,2009,30492013.0237486,49222304.2570306
1401,2.841562,150000000,356613439,138,"['Thriller', 'Mystery']",1275,6.3,2009,152460065.118743,362462054.214392
1402,2.463982,105000000,267045765,97,"['Romance', 'Family', 'Animation', 'Music']",706,6.5,2009,106722045.58312,271425431.47723
1403,2.367474,29000000,309208309,129,['Drama'],1078,7.1,2009,29475612.5896236,314279459.502642
1404,2.041804,23600000,102391382,88,"['Comedy', 'Horror']",2165,7.1,2009,23987050.2453489,104070645.115453
1405,1.971027,50000000,709827462,130,"['Adventure', 'Fantasy', 'Drama', 'Romance']",1388,5.6,2009,50820021.7062476,721468940.530613
1406,1.926432,40000000,177259441,129,"['Comedy', 'Romance', 'Drama']",612,6.0,2009,40656017.3649981,180166572.785146
1407,1.906998,175000000,302469017,118,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1470,5.7,2009,177870075.971866,307429640.188147
1408,1.895894,40000000,317375031,108,"['Comedy', 'Romance', 'Drama']",1084,6.7,2009,40656017.3649981,322580119.28882
1410,1.860267,38000000,205298907,96,"['Comedy', 'Romance']",584,6.3,2009,38623216.4967482,208665898.200178
1411,1.849649,100000000,242988466,90,"['Animation', 'Comedy', 'Family']",1116,6.4,2009,101640043.412495,246973582.329756
1412,1.826169,40000000,46471023,87,"['Adventure', 'Animation', 'Comedy', 'Family']",711,7.5,2009,40656017.3649981,47233167.9514307
1413,1.75384,60000000,124596398,100,"['Animation', 'Family']",711,7.1,2009,60984026.0474972,126639833.017605
1414,1.752134,150000000,413106170,105,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",1108,5.9,2009,152460065.118743,419881290.527696
1415,1.732516,20000000,136267476,102,['Comedy'],765,6.0,2009,20328008.682499,138502321.763511
1416,1.71488699999999,200000000,325233863,96,"['Animation', 'Drama']",619,6.6,2009,203280086.82499,330567839.545335
1418,1.673879,65000000,93525586,136,"['Fantasy', 'Drama']",600,6.6,2009,66066028.2181219,95059446.2121906
1419,1.64173899999999,26000000,183293131,91,"['Action', 'Adventure', 'Comedy', 'Family']",510,5.4,2009,26426411.2872487,186299217.920521
1420,1.575231,16000000,47801389,93,"['Drama', 'Family']",976,7.7,2009,16262406.9459992,48585352.5313757
1421,1.542135,53000000,126690726,109,"['Drama', 'Crime', 'Thriller']",900,7.2,2009,53869223.0086225,128768508.906005
1422,1.535278,30000000,33333531,115,"['Thriller', 'Science Fiction']",296,5.3,2009,30492013.0237486,33880215.3793176
1423,1.487114,20000000,34560577,96,"['Action', 'Thriller', 'Crime']",560,5.9,2009,20328008.682499,35127385.4664088
1424,1.453639,33000000,20645327,108,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",406,6.2,2009,33541214.3261234,20983919.3254516
1426,1.398364,30000000,90842646,99,"['Horror', 'Thriller']",498,6.1,2009,30492013.0237486,92332504.8314594
1428,1.357091,50000000,155446362,121,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction']",817,5.7,2009,50820021.7062476,157995749.819944
1429,1.328218,5000000,9760104,97,"['Science Fiction', 'Drama']",1027,7.4,2009,5082002.17062476,9920173.94270469
1430,1.324927,150000000,292817841,88,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",340,5.1,2009,152460065.118743,297620180.711931
1432,1.30199,100000000,150166126,106,"['Thriller', 'Drama', 'Crime']",551,6.1,2009,101640043.412495,152628915.657262
1433,1.297769,18500000,31912793,100,"['Comedy', 'Romance', 'Fantasy']",305,5.8,2009,18803408.0313116,32436176.6593397
1434,1.290519,40000000,108332743,104,"['Comedy', 'Romance']",445,6.0,2009,40656017.3649981,110109447.015147
1436,1.267182,50000000,40828540,95,"['Action', 'Thriller', 'Science Fiction']",484,5.6,2009,50820021.7062476,41498145.780688
1438,1.26001,47000000,3547209,141,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",827,7.8,2009,47770820.4038728,3605384.76753194
1439,1.232312,70000000,171844840,113,"['Comedy', 'Romance']",372,5.3,2009,71148030.3887467,174663169.978133
1440,1.223786,26000000,43318349,104,"['Drama', 'Thriller', 'War']",381,6.7,2009,26426411.2872487,44028788.7291762
1441,1.218657,32000000,27635305,111,"['Adventure', 'Drama']",600,6.7,2009,32524813.8919985,28088535.9991754
1442,1.19445499999999,175000000,381509870,94,"['Animation', 'Family', 'Adventure', 'Science Fiction']",932,6.0,2009,177870075.971866,387766797.490954
1443,1.159118,3000000,2357852,123,['Drama'],124,6.6,2009,3049201.30237486,2396521.79640238
1444,1.14937,40000000,129540499,123,"['Romance', 'Drama']",341,6.5,2009,40656017.3649981,131665019.420363
1445,1.145724,15000000,8459458,96,"['Drama', 'Thriller', 'Mystery']",297,5.9,2009,15246006.5118743,8598196.78366181
1446,1.138277,80000000,214104620,140,"['History', 'Crime', 'Drama']",853,6.5,2009,81312034.7299962,217616028.716158
1448,1.104112,16000000,31556061,100,"['Comedy', 'Horror']",441,5.2,2009,16262406.9459992,32073594.0996735
